text,label
the building,1
a grey flat roof,1
ventilation openings,0
large size,0
a building roof,1
a slight right turn,0
the commercial building,1
a light gray flat roof,1
multiple ventilation units,0
distinct geometric indentations,0
the edge,0
a dense urban area,0
the green building,1
a rectangular shape,0
multiple windows,0
another green building,1
distinctive coloring,0
a similar shape,0
rooftop installations,1
a size,0
a gray - colored large building,1
a curved facade,1
horizontal lines,0
"a small , gray helipad",0
a cross,0
a modern building,1
blue and beige exterior walls,1
a gray rooftop,1
a flat roof design,1
metallic housing units,0
a large rectangular high - rise structure,1
the large gray building,1
a rectangular structure,1
a grid - like opening,0
the medium gray building,1
a rooftop,1
ventilation ducts,0
a communication tower,1
the gray building,1
rectangular windows,0
a symmetrical grid pattern,0
multi - story height,0
the light gray building,1
its angular and protruding design,0
large square recesses,1
the surrounding buildings,1
the large grey building,1
a rooftop,1
antenna and ventilation structures,1
the gray high - rise building,1
modern architecture,0
rooftop structures,1
the gray building,1
rounded edges,0
multiple stories,0
the large gray building,1
a rooftop,1
a central HVAC unit,0
rounded corners,0
a gray building,1
symmetrical roof structures,1
a stepped design,0
the center,0
the building,1
adjacent buildings,1
"a light gray , medium - sized building",1
modern architectural design,0
horizontal stripes,0
rectangular windows,0
another light gray building,1
a tall high - rise,0
a grid - like arrangement,0
square windows,1
a flat - top design,0
the gray building,1
rounded corners,0
rooftop structures,1
a medium size,0
similar structures,1
a large gray building,1
rectangular rooftop structures,1
multiple floors,1
a gray rectangular structure,1
uniform windows,0
a medium - sized building,1
a left,0
another gray building,1
curved balconies,0
a gray building,1
modern architectural elements,0
a light gray residential building,1
rectangular rooftops,1
ventilation systems,0
a medium - sized apartment block,1
"a tall , modern high - rise building",1
a dark gray color,0
curved corners,0
horizontal balcony structures,1
a contemporary design,0
wider building,1
a gray color,0
rounded edges,0
exhaust structures,1
adjacent buildings,1
a straight direction,0
"the dark blue , medium - sized rectangular structure",1
a flat roof,1
two open sections,0
surrounding buildings,1
a rooftop building structure,1
the large gray building,1
a rooftop housing HVAC equipment,1
the medium - sized structure,1
white piping,0
a rooftop,1
a skylight grid,0
its urban surroundings,0
the gray high - rise residential building,1
rounded corners,0
a rooftop ventilation structure,1
a large gray building,1
"a modern , tall , symmetrical design",0
rounded edges,0
a large gray modern high - rise building,1
rounded balconies,0
vertical white stripes,0
a medium - sized gray building,1
a rooftop,1
ventilation pipes,0
an antenna base,1
a gray residential building,1
modern architectural design,0
curved balconies,0
a high - rise,0
a grey building,1
a rectangular rooftop unit,1
curved piping,0
its tall stature,0
"a large , high - rise building",1
a gray color,0
a tall structure,1
"a smooth , modern facade",1
uniform window design,0
the gray building,1
rectangular windows,0
modern design,0
the tall building,1
light gray color,0
curved corners,0
the right,0
the gray - colored commercial building,1
a modern architectural design,0
evenly spaced windows,0
its surrounding structures,1
the large gray building,1
a rectangular shape,0
multiple uniformly stacked floors,1
a gray high - rise building,1
modern architecture,0
prominent horizontal and vertical elements,0
slightly veer,0
"a gray , medium - sized high - rise modern building",1
clean lines,0
glass accents,0
a commercial office building,1
"a tall , rectangular gray building",1
reflective surfaces,0
a yellow crane,1
the large gray skyscraper,1
a rectangular design,0
protruding rooftop structures,1
another large building,1
This one,0
ventilation structures,1
the roof,1
"a tall , multi - story commercial building",1
its unique curved architectural element,0
the rooftop,1
the large gray building,1
a rooftop structure,1
an array,0
protruding elements,0
the medium light gray building,1
a flat roof,1
curved piping,0
a gray building,1
multiple rectangular windows,0
a grid pattern,0
"a tall , high - rise structure",1
a gray structure,1
a modern design,0
sharp edges,0
a vertical white stripe,0
one side,0
a tall form,0
a building,1
another gray medium - sized building,1
a modern rooftop,1
ventilation systems,0
a smooth geometric design,0
a light - gray structure,1
a unique rooftop design,1
two elevated curved white panels,0
a central rectangular platform housing antennas,1
a satellite dish,0
a medium - to - large skyscraper scale,1
the surrounding buildings,1
a modern high - rise,0
the gray building,1
large rooftop fixtures,1
the light blue building,1
a moderate top structure,1
a grid and curved elements,0
a light grey,0
flat and rectangular surface,1
a small square detail,1
a large flat rooftop,1
a building,1
a grey structure,1
rounded corners,0
multiple small protruding structures,1
surrounding buildings,1
"the large , multi - story building",1
its light gray color,0
flat roof,1
metallic structures,1
a vent - like apparatus,0
This modern building,1
either a commercial or residential property,0
the gray building,1
rectangular windows,0
a flat rooftop,1
medium height,0
the surrounding structures,1
the dark teal commercial high - rise,0
unique machinery,0
the rooftop,1
a tall building,1
the skyscraper building,1
a light blue and white color,0
a blue facade,1
repetitive horizontal and vertical lines,0
rectangular windows,0
a tall building,1
a light grey color,0
flat roof,1
a large building painted light grey,1
horizontal slats,0
rectangular cutouts,0
"a tall , wide , and significantly larger building",1
most surrounding structures,1
its light gray color,0
rectangular grid,0
a symmetrical design,0
the building 's height,1
a structure,1
a gray exterior,1
teal shading,0
slatted horizontal layers,0
recessed gaps,0
a modern architectural style,0
a large vertical building,1
another gray building,1
modern features,0
horizontal louvered panels,0
curved balcony edges,0
a gray building,1
a flat rooftop,1
ventilation systems,0
curved edges,0
multi - story building,1
multiple rectangular protruding air conditioning units,0
horizontal window slits,0
the gray building,1
its curved edges,0
vertical pipes,0
high - rise structure,1
the building,1
a light grey color,0
its prominent architectural features,0
the rooftop,1
arched ventilation structures,1
a large modern skyscraper,1
the large gray building,1
its vertical alignment,0
the large grayish - blue modern high - rise building,1
its tall structure,1
rounded roof corners,1
multiple ventilation units,0
the roof,1
"a large , gray building",1
vertical lines,0
its façade,0
"a large , multi - storied blue - gray building",1
vertical and horizontal window alignment,0
shadow accents,0
a prominent structure,1
its roof,1
"a tall , grey building",1
rectangular windows,0
a facade,1
high - rise buildings,1
a medium - sized grey building,1
a crane,1
"a tall , gray building",1
a modern design,0
horizontal black slits,0
protruding cubes,0
"another tall , gray high - rise building",1
multiple balconies,0
distinct horizontal layers,0
protruding elements,0
"a gray , medium - sized building",1
a concrete façade,0
multiple rectangular windows,0
a light gray building,1
a rectangular structure,1
uniform square windows,1
a rooftop,1
minimal utilities,0
its height,0
surrounding buildings,1
a building facade,1
its light brown color,0
multiple identical rectangular windows,0
medium size,0
a structure,1
beige coloring and medium - sized rectangular windows,0
a building,1
a tall gray skyscraper,1
vertical lines,0
the modern urban building,1
a two - tone design,0
a prominent brown band,0
the top,0
"the large , grey building",1
rectangular windows,0
a flat roof,1
"the medium - sized , red building",1
a brick facade,1
similar rectangular windows,0
a slight right turn,0
"the medium - height , dark grey building",1
black windows,0
vertical window panels,0
a modern office building,1
its surroundings,0
a red and beige area,0
large rectangular tiles,0
dark gaps,0
a brick wall,1
a large beige building,1
rectangular windows,0
vertical separations,0
a medium - sized red building,1
a flat roof,1
a tall light beige building,1
vertical windows,0
the brown building,1
a large rooftop area,1
the multi - story brown building,1
rectangular windows,0
intricate brickwork,0
the dark brown commercial or office building,1
its rectangular shape,0
evenly spaced windows,0
the upper portion,0
large entrance - like structures,1
a beige building,1
multiple uniform windows,0
a grid - like structure,1
large size,0
"a large , gray intersection",1
a left turn,0
"a medium , grey urban street",1
"a medium - sized , grey paved road",1
a tall building,1
brown rectangular windows,0
a medium white / light grey building,1
a flat roof,1
modern design,0
a large reddish - brown high - rise building,1
vertical white dividers,0
its rectangular windows,0
the gray skyscraper building,1
vertical and horizontal lines,0
multiple windows,0
the white high - rise office building,1
a tall and rectangular shape,0
a vertical pattern,0
a visible external antenna,1
the gray apartment building,1
horizontal slat railings,0
a mid-sized structure,1
multiple floors,1
"the tall , brown building",1
rectangular windows,0
multiple stories,0
a large red brick wall,1
a uniform brick pattern,0
a large light brown building,1
a multi - windowed facade,1
a large brown brick building,1
multiple windows,0
a medium light brown commercial building,1
a flat rooftop,1
then veer,0
a large light gray building,1
rectangular windows,0
a medium light beige commercial building,1
large dark windows,0
a tall and narrow light beige office building,1
rounded corners,0
a skyscraper,1
a brown color,0
a brick pattern,0
a large billboard,1
a large grey building,1
prominent windows,0
"Next , head",0
a large skyscraper,1
a grey hue,0
a tall structure,1
a grid pattern,0
rooftop antennas,1
a brown building,1
its rectangular windows,0
a commercial establishment,0
light grey tones,0
large glass windows,0
brick patterns,0
green and black accents,0
"the tall , rectangular grey skyscraper",1
a cylindrical top section,0
a large dark grey rectangular skyscraper,1
a windows grid pattern,0
a large historic multi - story building,1
arched windows,0
a medium grey commercial building,1
storefront windows,0
several closed garage doors,0
a large building,1
a brown facade,1
a brick - like texture,0
rectangular patterns,0
large glass windows,0
another large brown building,1
rectangular patterned stone tiles,0
a towering light blue building,1
geometric designs,0
a pointed top and angular patterns,0
likely a landmark or architectural feature,1
"a large , textured brown tiled structure",1
possibly part,0
a roof,1
ground surface,0
a large white building,1
rectangular grid - patterned windows,0
a light blue building,1
a prominent spire,0
geometric and symmetrical arches,0
"a large , central building",1
"a layered , symmetrical blue spire",0
a beige brick structure,1
the center,0
its surroundings,0
a tall gray skyscraper,1
vertical windows,0
the structure,1
a light beige hue,0
uniform rectangular windows,0
stone façade,0
"a wide , multi - story building",1
commercial or office use,0
rectangular skyscraper,1
criss - cross grid windows,0
another gray skyscraper,1
a dark structure,1
a large billboard,1
a commercial building,1
a rooftop advertisement,1
the gray building,1
arched windows,0
grid patterns,0
a ground floor barber pole,1
a medium - large commercial site,0
the large gray skyscraper,1
its tall stature,0
a ** dark gray building,1
its ** central tall structure,1
a dome,0
its summit,0
a ** large skyscraper,1
an ** orange structure,1
a ** large bridge,1
suspension cables,0
a ** dark gray medium - sized section,0
a wall,1
residential or commercial building,1
its ** horizontal window blinds,0
dim lighting,0
a large beige and brown building,1
"a tall , rectangular structure",1
a grid pattern,0
a curved road intersection,1
the dark skyscraper,1
large dimensions,0
rectangular windows,0
a domed roof,1
a large gray high - rise building,1
visible window shutters,0
a slight stop,0
a gray medium - sized commercial or office building,1
rectangular carvings,0
"the tall , brown cylindrical building",1
a grid - like window pattern,0
"the large , brick - red building",1
horizontal window strips,0
"a large , brown skyscraper",1
art deco architectural style,0
rectangular windows,0
"a medium - sized , cylindrical brown water tower",1
a conical top,0
a right,0
a medium gray building,1
arched windows,0
grid pattern,0
red interior walls,1
residential or commercial purposes,0
""" Elevate",0
"a beige , medium - sized rectangular building",1
multiple windows,0
a building,1
"a tall , brown clock tower",1
a statue,0
its top,0
a landmark building,1
a three - story brick wall section,1
brown and beige hues,0
a promotional coffee poster,0
a medium - sized commercial building segment,1
"the large , gray skyscraper",1
an art deco spire,0
"the tall , gray landmark building",1
an ornate facade,1
the large rectangular building,1
rooftop antennas,1
a slight left turn,0
the high - rise,0
rectangular windows,0
the facade,1
a right,0
"the large , dark gray office building",1
dark windows,0
the medium,0
large dark gray communication tower,1
its antenna,1
"the large , multi - storied dark brown office",0
commercial building,1
grid - patterned windows,0
concrete framing,0
the beige building,1
vertical symmetry,0
rectangular windows,0
a medium - sized rectangular building,1
its brown and beige colors,0
symmetrical windows,0
a flat roof,1
another building,1
This structure,1
its light beige color,0
repetitive vertical lines,0
a large gray building,1
a rectangular façade,0
numerous dark windows,0
a grid - like panel design,0
a medium - sized gray building,1
rectangular windows,0
a flat roof,1
a large red bridge,1
suspension cables,0
the large suspension bridge,1
the Golden Gate Bridge,1
its orange - red color,0
"a large , multi - story",0
traditional stone building,1
a gray color,0
an arched entrance,0
decorative frames,0
red - colored windows,0
the classic architectural building,1
a gray color,0
a large billboard,1
another gray building,1
medium - sized rectangular windows,0
the tall office building,1
gray color,0
the roof,1
the gray structure,1
a radio tower,1
slightly halt,0
the red brick residential building,1
gray stone accents,0
a fire escape,0
its side,0
its medium - sized construction,0
a large gray skyscraper,1
a tall structure,1
arched windows,0
a tiered design,0
a large gray building,1
architectural details,0
multiple rectangular windows,0
decorative patterns,0
a medium gray building,1
dark frames,0
frosted glass,0
a commercial or residential building,1
"a medium - sized , red multi - story building",1
a flat roof,1
grid - like window structure,1
"a large , brown skyscraper",1
"tall , rectangular windows",0
another large building,1
a flat textured surface,0
horizontal rectangular windows,0
a medium - sized square space,1
dark asphalt gray roads,1
a large light gray building housing ventilation units,1
another large structure,1
its gray hue,0
grid - like window design,0
a skyscraper,1
a medium - sized gray building,1
a rooftop structure,1
a large skyscraper,1
numerous rectangular windows,0
a tall gray office building,1
a grid - like facade,1
uniform window alignment,0
the skyscraper,1
a tall structure,1
vertical lines,0
numerous windows,0
the frame,0
"the large , beige building",1
"tall , rectangular features",0
vertical window strips,0
another identical building,1
vertical rectangular windows,0
a similar structure,1
a series,0
vertical lines,0
noticeable wall cracks,1
"a tall , gray skyscraper",1
multiple stories,0
another large skyscraper,1
"a tall , rectangular structure",1
a distinctive top,0
a dome,0
a slight right turn,0
"a medium - sized , chimney - like structure",1
a rectangular shape,0
a sloped top,0
a medium - sized building,1
greyish stone,0
grid patterns,0
a commercial or residential building,1
the large white building,1
many windows,0
the large light brown skyscraper,1
multiple black windows,0
a beige building,1
a light blue top structure,1
The building,1
"a stepped , tiered design",0
a distinctive blue geometric crown,0
its peak,0
"a large , multi - story high - rise structure",1
the surrounding buildings,1
a beige skyscraper,1
its tall structure,1
rectangular windows,0
a red billboard,1
a second large beige building,1
"a gray , multi - story structure",1
a stone facade,1
large arched,0
commercial or institutional purposes,0
"a tall , rectangular , multi - storied building",1
light beige color,0
dark accents,0
the tallest feature,0
the area,0
a medium - sized building,1
a distinct red rooftop,1
the beige skyscraper,1
a clock tower,1
rooftop antenna,1
the beige building,1
brown grid patterns,0
a tall antenna,1
the brownish skyscraper,1
rectangular windows,0
a grille design,0
the light gray modern building,1
a minimalist design,0
small window,0
smooth walls,1
a light gray skyscraper,1
grid - like windows,0
a large beige building,1
rectangular windows,0
arched designs,0
its lower floors,1
a large stone - facade building,1
a gray color,0
a red interior,0
some windows,0
the gray skyscraper,1
a spire,0
a gray urban building,1
medium size,0
rectangular windows,0
a flat roof,1
"a large , grey multi -story building",1
arched windows,0
another gray structure,1
multiple windows,0
rooftop equipment,1
a commercial function,0
the brick structure,1
a dark brown hue,0
its billboard,1
a mid-sized urban residential apartment building,1
the orange - beige building,1
rectangular windows,0
a tall structure,1
the brown and cream high - rise building,1
a rooftop,1
a marble - like texture,0
the beige exterior,1
dark blue windows,0
grid - like pattern exterior panels,1
uniformly spaced small holes,0
a large multi - story building,1
a modern office building,1
a medium - sized gray building,1
a rectangular shape,0
a large gray building,1
classic European architectural style,0
arch windows,0
a medium - sized gray commercial or office building,1
its arched windows,0
red curtains,0
the street,1
several floors,1
a large beige building,1
dark window panels,0
rectangular windows,0
"a symmetrical , vertical alignment",0
a medium - sized gray building,1
multiple windows,0
intricate architectural details,0
a rooftop antenna,1
another medium - sized gray building,1
rectangular windows,0
a large gray structure,1
an intricate façade,0
a rooftop water tank,1
a left turn,0
a medium - sized gray commercial building,1
an arched entrance,0
decorative design,0
the door,0
multiple tall windows,0
red curtains,0
a bench,0
a planter,0
a medium - sized white rectangular building,1
vertical black stripes,0
its facade,1
a flat roof,1
solar panels,0
a large brown and beige multi-tiered high - rise structure,1
a tall beige building,1
a blue rooftop,1
a multi- tiered design,0
square windows,1
a distinctive blue dome - like top,0
a skyscraper,1
the surrounding buildings,1
The sequence,0
associated landmarks,1
a gray medium - sized building,1
a pyramid - shaped roof,1
a medium - sized gray metal structure,1
a communication tower,1
your presence,0
a dark gray commercial building,1
black windows,0
grid - like features,0
large dark glass panels,0
a staircase,0
the entrance,0
This building,1
the central space,0
"a beige , large , rectangular tower - shaped building",1
another beige and brown tall structure,1
similar type,0
a white tower,1
a beam,0
a light installation,0
a brown office building,1
rectangular windows,0
tall stature,0
"a medium - sized , dark gray metallic cell tower",1
a medium - sized gray office building,1
arched windows,0
horizontal blinds,0
a large gray modern building,1
its tall structure,1
a grid - like window pattern,0
the tall skyscraper,1
rectangular indentations,0
the next large building,1
light brown,0
a stepped architectural style,0
multiple windows,0
another beige building,1
the middle,0
the scene,0
its tiered levels,0
small square windows,1
a distinctive light blue dome,0
the light beige building,1
its tall stature,0
intricate architectural details,0
large windows,0
"Then , head",0
"the very large , light gray skyscraper",1
rectangular windows,0
a rooftop antenna,1
the tall brown skyscraper,1
its rectangular windows,0
a grid pattern,0
the large gray skyscraper,1
the large building,1
colored grey,0
its tall green structure,1
the large historic brown building,1
red curtains,0
your path,0
the light beige skyscraper,1
numerous windows,0
a slight right turn,0
the medium - sized dark brown building,1
its rounded corners,0
horizontal lines,0
a multi - colored building complex,1
interconnected rectangular structures,1
flat roofs,1
beige and gray tones,0
a light beige skyscraper,1
its evenly spaced windows,0
tall stature,0
distinctive architecture,0
the specified landmarks,1
a medium - sized gray building,1
rectangular windows,0
a billboard,1
its roof,1
another medium - sized structure,1
an advertisement,0
a large gray tower structure,1
an antenna,1
a telecommunication antenna,1
a large multi - story gray commercial building,1
arched windows,0
a repetitive modern pattern,0
reflective glass,0
a building,1
a brown color,0
a rectangular shape,0
a flat roof,1
numerous windows,0
the surrounding skyscrapers,1
"a large , light brown skyscraper",1
a decorative roof,1
a spire,0
the top,0
the right,0
the left,0
a medium - sized gray building,1
a minimal roof structure,1
utility elements,0
a medium - to - large gray classical architectural building,1
a stone façade,0
potted plants,0
a bench,0
the sidewalk,0
multiple floors,1
a light grey commercial building,1
rectangular windows,0
a billboard,1
a grey medium - sized structure,1
a small rooftop,1
a building,1
Slightly veer,0
a path,0
a large grey modern office structure,1
a rectangular facade,1
vertical windows,0
a short distance,0
a medium - sized light grey commercial building,1
a brick design,0
a dark gray skyscraper,1
a tall structure,1
vertical lines,0
a medium - sized grey building,1
rectangular shapes,0
evenly spaced windows,0
another grey building,1
arched windows,0
a prominent cornice,0
the top,0
residential or office use,0
a large white building,1
a flat rooftop,1
rectangular windows,0
its walls,1
"a tall , light beige building",1
its vertical arrangement,0
repetitive rectangular windows,0
the surrounding structures,1
the tallest and centrally located gray skyscraper,1
the modern gray office building,1
large rectangular windows,0
a medium - sized brown building,1
a brick exterior,1
black fire,0
escape stairs,0
a red and white medium - to - large advertising billboard,1
a rectangular rooftop design,1
a silhouette image,0
a beige medium - sized rectangular building,1
a red billboard,1
a cow illustration,0
a residential / commercial structure,1
"a tall , green palm tree",0
its long fronds,0
another large palm tree,0
a right turn,0
a medium - sized beige building,1
its rectangular shape,0
multiple windows,0
a left turn,0
a medium - sized light brown building,1
a geometric pattern,0
its facade,1
a large brown building,1
a brick texture,0
a rooftop,1
the path,0
"a large , gray skyscraper",1
numerous windows,0
a medium - sized commercial building,1
light beige color,0
dark brown framing,0
modern architecture,0
large glass paneling,0
a beige and black building,1
large glass windows,0
a geometric façade design,0
another beige and black building,1
large rectangular windows,0
a modern architectural style,0
a beige structure,1
a building segment,1
a large beige building,1
multiple rectangular windows,0
a smaller rooftop structure,1
the same color,0
a ladder,0
one side,0
a modern skyscraper,1
dark gray reflective glass panels,0
vertical grid lines,0
another large building,1
dark sections,0
illuminated windows,0
a grid pattern,0
"First , advance",0
the gray skyscraper,1
a cylindrical shape,0
tall stature,0
the dark gray building,1
Gothic style architecture,0
pointed arches,0
detailed masonry,0
a slight left turn,0
"the dark , commercial / government structure",1
few illuminated windows,0
tall and wide dimensions,0
"a five - story , medium - sized commercial building",1
a brown and white exterior,1
rectangular windows,0
slightly veer,0
a gentle halt,0
a structure,1
horizontal stripes,0
small windows,0
the top,0
This medium - sized building,1
the sidewalk,0
residential or commercial purposes,0
the gray modern building,1
glass windows,0
a contemporary exterior,1
the large grey building,1
a flat rooftop,1
water stains,0
the large modern office building,1
white color,0
black windows,0
rectangular windows,0
a grid pattern,0
the gray building,1
the medium - sized industrial or commercial building,1
glass block,1
a repetitive grid pattern,0
"a large , dark gray building facade",1
a brick - textured wall,1
rectangular windows,0
"a large , gray rooftop",1
peeling material,0
a medium - sized commercial or office building,1
a brown and red brick facade,1
prominent vertical rectangular windows,0
a weathered rooftop,1
the gray multi - story office building,1
vertical lines,0
the next gray tall rectangular structure,1
multiple windows,0
the beige and brown office building,1
rectangular windows,0
vertical stripes,0
the gray and red building,1
brick accents,0
"Finally , slightly halt",0
office building,1
large windows,0
a modern design,0
the large gray building,1
the closest tall rectangular structure,1
the brown building,1
a brick pattern,0
its wall,1
the medium - sized building,1
red - brick and white concrete,0
a larger commercial or residential structure,1
a plain wall,1
no windows,0
the lower section,0
a brick design,0
the upper section,0
the gray building,1
a circular roof,1
medium size,0
the brown and beige building,1
a prominent corner structure,1
many windows,0
a curved facade,1
the red and beige building,1
a corner structure,1
multiple windows,0
a left turn,0
the light brown building,1
large balconies,0
the yellow - brown structure,1
a flat roof,1
small windows,0
the light gray tall building,1
vertical lines,0
the facade,1
large glass windows,0
black frames,0
ground floor,1
stone - tiled sidewalks,0
the gray building,1
large arched windows,0
a carved stone sculpture,0
a crouching creature,0
likely a gargoyle,0
the large brown building,1
arched windows,0
another brown building,1
large rectangular windows,0
a red section,0
a brick building,1
"a large , multi - story commercial or office building",1
numerous evenly spaced rectangular windows,0
the top,0
a smooth and accurate sentence,0
all the provided actions,0
a medium - sized brown building,1
a brick - pattern facade,1
rectangular windows,0
another medium - sized brown building,1
uniformly spaced rectangular windows,0
the tallest white building,1
the vicinity,0
its pointed top and vertical windows,0
a beige mid-rise commercial building,1
large reflective glass windows,0
concrete structures,1
vertical pillars,0
a symmetrical design,0
the dark building,1
light - colored grid patterns,0
reflective glass windows,0
a grid,0
the facade,1
the vast beige rooftop,1
the building,1
utility structures,1
a medium - sized gray - brown building,1
a flat rooftop,1
concrete tiles,0
weathering marks,0
the tall building,1
beige color,0
another medium structure,1
air conditioning units,0
the medium - sized commercial structure,1
colored grey,0
light brown,0
a rectangular building,1
a flat roof,1
noticeable rooftop structures,1
varying heights,0
a grid - patterned high - rise,0
The journey,0
a structure,1
"a "" dark color",0
white gridlines,0
"a "" repeating rectangular grid pattern",0
""" large size",0
the image,0
"a "" glass or metal grid structure",1
"a compact "" white utility structure",1
a rooftop,1
""" small rectangular forms",0
a flat roof,1
ventilation grills,0
a ladder,0
one side,0
the overall building roof,1
a building,1
"its "" white facade",1
multiple symmetrical vertical windows,0
"the tall , gray building",1
a large rectangular structure,1
multiple windows,0
the beige skyscraper,1
a grid - patterned appearance,0
large size,0
a white and black building,1
its modern design,0
tall glass rectangular windows,0
another beige building,1
large rectangular grid - patterned windows,0
an office building,1
a modern commercial building,1
arched entryways,0
glass windows,0
a small gray building,1
a flat roof,1
grid - like windows,0
a left,0
a medium - sized park,0
its green grass,0
a large building,1
a dark facade,1
white grid lines,0
a grid - like pattern,0
a dark gray skyscraper,1
large glass window panels,0
linear architecture,0
a high - rise structure,1
"Afterward , head",0
a medium - sized building,1
a rooftop,1
HVAC units,0
a backdrop,0
a large brown building,1
rectangular shapes,0
a medium - height building,1
dark red vertical columns,0
its facade,1
taller neighboring structures,1
the dark building,1
illuminated sections,0
a grid pattern,0
the façade,0
the large structure,1
a grid - like window feature,0
the building,1
a flat roof,1
rooftop elements,1
your gaze,0
the dark grey building,1
tall structures,1
vertical ridges,0
"Finally , head",0
weathered patches,0
a rooftop,1
exposed equipment,0
a medium - sized rooftop structure,1
a light gray building,1
large rectangular windows,0
a beige building,1
a cracked exterior,1
the left,0
a large brown building,1
numerous windows,0
Another slight right turn,0
a brown office building,1
rectangular windows,0
a grid - like pattern,0
a gentle stop,0
a modern light brown office building,1
its tall and wide facade,1
a repeated block pattern,1
a brown building,1
numerous small windows,0
large dimensions,0
"a tall , rectangular skyscraper",1
a distinctive rooftop design,1
your gaze,0
a light gray commercial structure,1
a striped facade,1
rectangular windows,0
medium size,0
"the very large , beige skyscraper building",1
multiple floors,1
rectangular windows,0
a grid pattern,0
"a large , white modern building",1
arched entrances,0
"a large , urban office building",1
its white and beige color tones,0
small windows,0
a tall rectangular structure,1
a grid,0
a medium - to - large - sized building,1
light beige tones,0
large rectangular windows,0
black frames,0
a uniform facade,1
visible concrete texture,0
a commercial or office building,1
a light brown building,1
many small windows,0
a rectangular shape,0
a medium height,0
multiple stories,0
another light brown structure,1
rectangular windows,0
a medium size,0
a brown building,1
multiple floors,1
a flat rooftop,1
its large size,0
a gray and brown commercial / office building,1
visible grid frames,0
a brick and concrete facade,1
a large building structure,1
a grey and white color scheme,0
a curved roof,1
radial spines,0
another building,1
medium size,0
its light beige hue,0
rectangular windows,0
a medium - sized office building,1
its light yellow color,0
simple rectangular shape,0
evenly spaced windows,0
a large gray HVAC unit,0
a sizable rectangular shape,0
a gray building,1
grid - like windows,0
medium size,0
a white building,1
medium - sized rectangular features,0
multiple windows,0
a geometric grid - like facade,1
a gray skyscraper,1
large reflective glass panels,0
a light gray modern - style office building,1
medium - sized grid - like windows,0
a white building,1
multiple black windows,0
medium size,0
"large , grid - patterned rectangular windows",0
a light gray building,1
a flat rooftop,1
peeling paint,0
"a white , modern office building",1
medium height,0
its rectangular windows,0
a grid - like arrangement,0
a gray building,1
rectangular windows,0
a castle - like design,0
the top,0
the background,0
another gray structure,1
a brick texture,0
This structure,1
tall rectangular windows,0
arch - like frames,0
medium height,0
surrounding buildings,1
a residential or industrial style,0
the large beige building,1
a rectangular grid,0
the large gray commercial or office building,1
tall rectangular windows,0
a large bluish - gray building,1
a flat rooftop,1
a ventilation structure,1
curved pipes,0
a large beige building,1
a tall rectangular shape,0
vertical striped patterns,0
a medium - sized building,1
red and beige hues,0
rectangular windows,0
a layered brick design,0
a small gray wall blemish,1
a cracked texture,0
darker smudges,0
a medium - to - large brown building section,1
vertical rectangular patterns,0
a shadow contrast,0
its tile - textured facade,1
the white building,1
large rectangular windows,0
the gray building,1
a flat rooftop,1
"Next , slightly veer",0
a gray tall building,1
arched windows,0
a large modern office building,1
the grey,0
white medium - sized commercial building,1
vertical protruding columns,0
"a tall , white skyscraper",1
uniformly distributed windows,0
a modern architectural style,0
the right,0
"a medium - sized , tan pyramid - shaped structure",1
"a medium - sized , beige architectural landmark",1
a pyramid - shaped roof,1
a weathered appearance,0
the large gray building,1
a flat roof and triangular structure,1
the rooftop,1
the same gray building,1
ventilation units,0
another large gray structure,1
a grid - patterned window facade,1
a skyscraper,1
a tall and narrow modern skyscraper,1
a unique lattice structure,1
a slightly twisted design,0
its dark gray reflective glass,0
"the tall , gray skyscraper",1
rectangular windows,0
"Then , head",0
a left turn,0
a large skyscraper,1
dark blue and gray glass windows,0
a grid pattern,0
the light beige modern commercial or office building,1
its textured concrete panels,0
circular indents,0
large flat walls,1
multiple stories,0
the grey skyscraper,1
the tallest building,1
numerous windows,0
the brown medium - sized rectangular building,1
Slightly halt,0
the light grey medium - sized commercial building,1
arched windows,0
open entrances,0
a large gray building,1
glass windows,0
the surroundings,0
a large brown skyscraper,1
"tall , rectangular windows",0
a large beige structure,1
a grid - like pattern,0
multiple windows,0
another large beige building,1
rectangular blocks,1
window cutouts,0
a medium light brown structure,1
dark grid lines,0
large glass windows,0
an exterior grid pattern,1
a modernist architectural style,0
the dark gray building,1
a triangular roof,1
a textured surface,0
the light grey skyscraper,1
its tall office design,0
the next structure,1
rectangular windows,0
the dark grey edifice,0
its multiple aligned rows,0
narrow white vertical panels,0
the upper levels,0
a multistory commercial or residential building,1
a light brown commercial building,1
a flat rooftop,1
a weathered surface,1
medium size,0
a medium - sized white building,1
a rectangular shape,0
multiple windows,0
a medium - sized brown building,1
arched windows,0
a brick façade,0
"a medium - to - large , multi - story modern office or commercial building",1
its brown color,0
large glass panels,0
concrete columns,0
"the large , modern skyscraper",1
its gray color and multi -story structure,1
large rectangular windows,0
the medium - sized commercial building,1
an old and worn gray façade,0
a large brown building,1
a flat rooftop,1
another building,1
its light brown color,0
medium size,0
rectangular windows,0
a flat roof,1
a medium - sized grey commercial building,1
its large glass windows,0
dark frames,0
prominent horizontal lines,0
the top,0
your journey,0
a light brown building,1
multiple vertical windows,0
its large size,0
a slight right turn,0
a light gray skyscraper,1
a multi - story structure,1
many windows,0
its significant height,0
Slightly veer,0
a beige building,1
its brick exterior,1
